SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN
114414,0,M,N,Y,0
114416,0,F,Y,Y,1
114417,1,F,N,N,2
114418,0,F,N,N,0
114419,0,F,N,Y,1
114420,0,F,N,Y,0
114421,0,M,N,Y,2
114423,0,F,N,Y,0
114424,0,M,Y,N,0
114426,0,F,N,N,2
114427,0,F,Y,N,2
114428,0,F,N,Y,0
114429,0,F,N,Y,2
114430,0,M,Y,N,0
114431,0,F,N,N,1
114432,0,F,N,Y,0
114433,0,F,N,Y,0
114435,0,F,Y,Y,1
114436,0,F,N,Y,0
114437,1,F,N,Y,0
114439,0,F,N,Y,2
114440,0,F,N,Y,0
114441,0,F,N,Y,0
114442,0,F,Y,Y,2
114443,0,F,Y,Y,0
114444,0,F,Y,Y,0
114445,0,F,Y,N,0
114446,0,F,N,Y,0
114447,0,F,Y,N,0
114448,0,F,N,Y,0
114449,0,M,N,N,0
114450,0,F,Y,Y,0
114451,0,F,N,Y,3
114452,0,F,Y,Y,2
114453,0,F,N,Y,0
114454,0,M,N,Y,0
114455,0,M,N,Y,0
114457,0,F,N,Y,0
114458,0,F,N,N,0
114459,0,F,Y,Y,0
114460,0,M,N,Y,1
114461,0,F,N,Y,1
114462,0,F,N,Y,0
114464,0,F,N,N,0
114465,0,M,N,Y,0
114466,1,F,Y,Y,1
114467,0,F,N,N,0
114470,0,F,N,Y,0
114471,0,F,N,Y,0
114472,0,F,Y,N,0
114473,0,F,N,Y,0
114474,0,M,Y,Y,0
114475,0,F,Y,Y,0
114477,0,F,N,Y,0
114478,0,F,N,Y,0
114479,1,F,Y,Y,0
114483,0,F,N,Y,0
114484,0,F,Y,Y,0
114485,0,F,Y,N,1
114486,0,M,N,Y,0
114487,0,M,Y,N,1
114488,0,F,Y,Y,0
114489,0,F,Y,Y,0
114490,0,F,Y,Y,2
114491,0,F,Y,Y,0
114494,1,F,N,Y,1
114495,0,M,N,N,0
114496,0,F,N,Y,0
114497,0,F,Y,N,1
114498,0,F,N,N,1
114499,0,F,Y,Y,0
114500,0,M,N,Y,0
114502,0,M,N,N,0
114503,0,F,Y,Y,0
114504,0,F,N,Y,1
114505,0,F,N,Y,0
114507,0,F,N,Y,0
114508,0,M,N,Y,0
114509,0,F,N,N,1
114511,1,F,N,Y,0
114512,0,F,N,Y,0
114513,0,F,N,N,2
114514,0,M,N,N,0
114517,0,F,Y,Y,0
114518,0,F,N,N,0
114519,0,F,N,Y,0
114520,0,F,N,Y,0
114521,0,F,N,Y,0
114523,0,F,N,Y,0
114525,0,F,N,Y,0
114526,0,F,Y,Y,1
114527,0,F,Y,Y,0
114528,0,M,N,N,0
114529,0,M,N,Y,2
114530,1,F,Y,Y,1
114531,0,M,Y,Y,0
114532,0,M,N,Y,0
114533,0,F,N,Y,0
114534,0,F,Y,Y,0
114535,0,F,N,Y,0
114536,0,F,N,Y,2
114537,0,F,N,Y,0
114538,0,M,N,N,0
114539,0,F,Y,Y,0
114540,0,F,N,Y,0
114541,0,F,N,Y,0
114542,0,M,Y,Y,2
114543,0,M,N,Y,0
114544,0,F,N,Y,0
114547,0,F,N,Y,1
114548,0,F,Y,N,2
114550,0,F,Y,Y,1
114551,0,F,N,Y,2
114552,0,F,Y,Y,0
114553,0,F,N,Y,0
114554,0,F,N,Y,0
114555,0,F,N,Y,1
114556,0,F,Y,Y,1
114558,0,F,Y,Y,0
114559,0,F,N,Y,0
114561,1,F,Y,Y,0
114564,1,F,N,Y,1
114565,0,F,N,N,1
114567,0,F,Y,Y,1
114568,0,F,Y,Y,0
114569,0,M,Y,Y,0
114570,0,F,Y,Y,0
114571,0,F,N,N,0
114572,0,M,N,Y,0
114573,0,F,Y,N,0
114574,0,F,N,Y,1
114575,0,F,N,Y,1
114576,0,F,N,Y,0
114577,0,F,N,N,0
114578,0,F,Y,Y,0
114579,0,M,Y,Y,0
114580,1,F,Y,Y,0
114581,0,F,N,Y,0
114582,0,F,N,Y,0
114583,0,F,N,N,0
114584,0,M,N,Y,0
114585,0,F,Y,Y,0
114586,0,F,N,N,0
114587,0,F,N,Y,1
114588,0,F,Y,N,0
114589,0,F,N,Y,2
114590,0,F,Y,N,0
114591,0,F,N,Y,0
114592,1,M,Y,N,0
114593,0,F,N,N,0
114594,0,F,N,N,0
114595,0,M,N,Y,0
114596,0,F,N,Y,0
114597,1,F,N,Y,0
114598,0,M,Y,Y,1
114600,0,F,N,N,3
114602,0,F,N,Y,0
114603,0,F,Y,Y,1
114604,0,F,N,Y,0
114606,0,F,N,Y,0
114608,0,F,N,Y,3
114609,0,F,N,Y,1
114610,0,F,Y,Y,1
114611,0,F,N,Y,0
114613,0,F,N,Y,2
114614,0,F,N,Y,0
114615,0,F,N,Y,0
114616,0,F,N,Y,2
114617,1,F,N,Y,0
114618,0,F,N,Y,0
114619,0,F,N,Y,0
114620,0,F,Y,N,0
114621,1,F,Y,Y,0
114623,0,F,Y,Y,0
114624,0,M,N,Y,1
114626,0,F,N,Y,0
114627,0,M,N,N,1
114628,1,F,Y,Y,2
114629,0,F,Y,Y,0
114630,0,F,Y,Y,0
114631,0,F,Y,N,0
114632,0,F,N,Y,1
114633,0,F,Y,Y,0
114637,0,F,N,Y,0
114638,1,F,N,Y,0
114639,0,F,N,Y,0
114640,0,F,Y,N,0
114642,0,F,Y,N,0
114643,0,F,Y,Y,0
114646,0,F,N,Y,0
114647,0,F,N,N,0
114648,0,F,N,N,0
114649,0,M,Y,Y,1
114650,0,M,N,Y,0
114652,1,M,Y,Y,1
114655,0,F,N,Y,0
114656,0,F,Y,Y,0
114657,0,F,Y,Y,0
114658,0,F,N,N,0
114659,0,F,Y,N,0
114660,0,F,Y,Y,1
114661,0,F,N,Y,0
114662,0,F,Y,Y,2
114663,0,M,Y,Y,0
114664,0,F,Y,Y,2
114665,0,F,N,Y,0
114666,0,F,N,Y,0
114669,0,M,N,Y,0
114671,1,F,N,Y,2
114672,0,F,N,Y,1
114673,0,F,N,Y,0
114674,1,M,Y,Y,1
114675,0,F,N,Y,0
114676,0,F,N,Y,0
114677,0,F,N,Y,0
114678,0,F,N,Y,0
114679,0,F,N,Y,1
114680,0,F,Y,N,1
114681,0,F,N,N,1
114682,0,F,N,N,0
114683,0,F,N,Y,1
114684,0,F,Y,Y,0
114685,0,F,N,N,0
114687,0,F,N,N,0
114689,0,F,N,N,0
114692,0,F,N,N,0
114693,0,F,N,Y,0
114694,0,F,N,Y,0
114695,0,F,Y,N,0
114696,0,M,Y,Y,1
114697,0,M,N,Y,1
114698,0,F,N,Y,0
114699,0,F,N,Y,0
114701,0,F,N,Y,0
114703,0,F,N,N,0
114704,0,M,N,N,0
114705,0,F,Y,Y,0
114707,0,M,N,Y,0
114708,0,F,Y,N,1
114709,0,F,Y,N,8
114710,1,F,N,N,0
114711,1,M,Y,Y,1
114712,0,F,Y,Y,0
114713,0,F,N,N,0
114714,0,M,Y,Y,0
114715,0,F,N,Y,2
114716,0,F,Y,Y,0
114717,1,M,N,Y,2
114718,0,F,Y,N,0
114719,0,F,N,N,0
114720,0,M,N,Y,0
114721,0,F,N,N,0
114722,0,F,Y,N,0
114723,0,M,N,Y,0
114724,0,F,N,Y,0
114725,0,F,N,N,0
114726,0,M,N,Y,1
114727,0,F,Y,Y,1
114728,0,F,N,Y,1
114729,0,F,N,Y,0
114730,0,F,N,Y,1
114731,0,F,N,Y,1
114732,1,F,Y,N,0
114733,0,F,N,Y,0
114734,0,M,N,Y,0
114735,0,F,N,N,0
114736,0,F,Y,N,0
114737,0,F,Y,N,0
114738,0,F,N,Y,0
114739,0,F,N,Y,0
114742,0,M,Y,N,0
114743,0,M,N,N,0
114744,0,M,N,Y,0
114745,0,F,N,Y,1
114746,0,F,N,Y,2
114747,0,F,N,Y,1
114748,0,F,N,N,1
114749,0,F,N,N,2
114750,0,F,N,N,0
114752,0,F,N,Y,0
114753,1,F,N,Y,0
114754,0,F,N,N,0
114756,0,F,N,Y,0
114758,0,F,N,Y,1
114759,0,F,N,Y,1
114760,0,F,N,Y,0
114761,0,F,Y,N,0
114762,0,M,Y,N,0
114763,0,F,N,Y,0
114764,0,F,N,Y,0
114765,0,F,N,Y,0
114766,0,F,N,Y,0
114768,0,F,N,Y,2
114769,0,F,N,Y,1
114770,0,F,N,Y,0
114771,0,M,Y,N,0
114773,0,F,N,Y,0
114774,0,M,Y,Y,0
114775,0,F,N,Y,0
114776,0,F,N,Y,1
114777,0,F,N,Y,0
114778,0,F,N,N,0
114779,0,F,N,Y,0
114781,0,F,N,Y,1
114783,0,F,N,Y,0
114784,0,F,N,Y,0
114785,0,F,Y,Y,1
114786,1,M,N,N,0
114787,0,F,N,Y,0
114788,0,F,Y,Y,2
114789,0,F,N,Y,0
114790,0,F,Y,Y,0
114792,0,F,N,Y,0
114793,0,F,N,Y,0
114794,0,F,N,Y,1
114795,0,F,N,N,0
114796,0,F,Y,Y,1
114797,0,F,Y,N,1
114798,0,F,N,Y,2
114799,0,F,N,N,0
114800,0,F,N,N,0
114801,0,M,Y,Y,0
114802,1,F,N,Y,2
114803,0,M,N,Y,1
114804,0,M,N,Y,0
114805,0,F,N,Y,0
114806,0,F,N,Y,0
114807,0,F,N,N,2
114808,0,F,N,Y,0
114809,0,F,N,Y,0
114810,0,M,Y,N,0
114811,0,F,N,N,0
114812,0,M,N,Y,0
114813,0,M,N,N,0
114814,0,M,N,Y,0
114816,0,F,N,Y,0
114817,0,F,Y,Y,1
114818,0,F,N,N,0
114819,1,F,N,N,0
114820,0,F,N,Y,2
114821,1,F,N,Y,0
114822,0,F,N,Y,0
114824,0,F,N,Y,1
114825,0,M,Y,Y,0
114826,0,F,Y,Y,0
114827,0,F,N,N,0
114828,0,F,N,Y,3
114829,0,F,N,Y,0
114830,0,M,N,N,1
114831,0,M,Y,N,0
114832,0,F,Y,Y,1
114834,0,F,N,Y,0
114836,0,F,N,N,1
114837,0,F,N,Y,0
114839,0,F,Y,N,0
114841,0,F,Y,Y,0
114843,1,F,Y,N,2
114846,0,F,N,Y,0
114847,0,F,N,Y,0
114848,0,F,Y,N,2
114849,0,F,N,Y,0
114851,0,F,N,Y,0
114852,0,F,N,Y,0
114854,0,F,N,Y,0
114855,0,F,N,Y,0
114859,0,F,N,Y,0
114860,0,M,Y,Y,0
114861,0,F,N,Y,0
114862,0,F,Y,Y,1
114863,0,F,N,Y,0
114865,0,F,N,N,0
114867,0,F,N,N,0
114868,1,F,N,Y,2
114869,0,F,Y,Y,2
114872,0,M,Y,Y,0
114874,0,F,Y,Y,0
114876,0,F,Y,Y,0
114877,0,F,N,Y,0
114878,0,F,N,Y,1
114880,0,M,N,Y,0
114881,0,F,N,Y,0
114882,0,F,N,Y,0
114883,0,M,Y,Y,0
114884,0,F,Y,Y,1
114885,0,F,N,Y,0
114886,0,F,Y,N,0
114887,0,F,Y,Y,0
114888,0,F,N,Y,0
114889,0,M,N,Y,0
114890,0,F,N,Y,0
114891,1,F,N,Y,0
114892,0,F,Y,Y,0
114894,0,F,N,N,0
114895,0,M,N,N,1
114896,1,F,N,Y,0
114897,1,F,Y,N,1
114898,0,F,N,N,0
114899,0,F,N,Y,0
114900,0,F,N,Y,0
114901,0,M,Y,Y,0
114902,0,F,Y,Y,0
114903,0,M,Y,Y,1
114904,0,F,N,Y,0
114905,0,F,N,N,0
114906,0,F,N,N,0
114907,0,F,Y,Y,0
114908,0,F,N,N,0
114909,0,M,Y,Y,0
114911,1,F,Y,Y,2
114913,0,M,N,N,0
114914,0,F,Y,N,0
114915,0,F,Y,Y,2
114916,0,F,N,Y,1
114917,0,F,N,Y,0
114918,0,F,Y,Y,0
114919,1,F,Y,Y,2
114920,0,F,N,Y,0
114921,1,F,Y,N,0
114923,0,F,N,N,0
114924,0,M,N,Y,0
114925,0,F,N,Y,0
114926,0,F,N,Y,0
114927,0,M,N,Y,0
114928,0,F,Y,N,0
114929,0,F,N,Y,0
114931,0,F,N,Y,0
114932,0,M,Y,Y,0
114933,0,M,Y,N,0
114934,0,F,N,Y,0
114935,0,M,Y,Y,0
114936,1,M,N,Y,0
114937,0,F,N,Y,2
114938,0,F,N,Y,0
114939,0,F,N,Y,0
114940,0,F,N,Y,0
114941,1,F,N,Y,0
114942,0,F,Y,Y,1
114943,0,F,N,Y,0
114944,0,F,Y,Y,0
114946,1,M,Y,Y,0
114948,0,M,N,Y,0
114949,0,F,N,Y,3
114950,0,F,N,N,0
114952,0,F,Y,Y,1
114953,0,M,N,N,0
114954,0,F,Y,Y,0
114955,0,F,Y,Y,1
114956,0,F,N,N,0
114957,0,F,N,Y,1
114959,0,F,N,Y,0
114960,0,M,Y,N,1
114961,0,F,Y,Y,0
114963,0,F,N,Y,0
114964,0,F,N,Y,0
114965,0,F,N,Y,0
114966,1,M,N,Y,1
114967,1,F,N,Y,1
114968,0,M,Y,Y,0
114969,0,F,Y,Y,0
114970,0,F,N,Y,0
114971,0,M,N,Y,0
114972,0,F,N,Y,0
114974,0,M,N,Y,0
114975,1,F,N,Y,0
114977,0,F,N,Y,0
114979,0,F,Y,Y,0
114980,0,F,N,N,0
114981,0,F,N,Y,0
114982,1,F,N,N,0
114983,0,F,N,Y,0
114984,0,M,N,Y,0
114985,0,M,Y,Y,1
114986,0,F,N,Y,0
114988,0,F,Y,Y,1
114989,0,F,N,Y,1
114991,0,F,N,N,0
114992,0,F,Y,Y,0
114993,0,F,N,Y,1
114994,0,M,N,Y,1
114995,1,F,Y,Y,1
114996,0,F,Y,Y,0
114997,0,F,N,Y,0
114999,0,F,Y,Y,0
115000,0,M,Y,N,1
115001,0,M,Y,Y,0
115003,0,F,N,N,0
115006,0,M,Y,N,1
115007,0,F,N,Y,0
115008,0,M,Y,Y,1
115009,0,F,N,N,0
115010,0,M,Y,N,0
115011,1,F,Y,N,0
115012,0,F,Y,Y,0
115013,0,F,Y,Y,0
115014,0,F,Y,Y,0
115015,0,F,N,N,0
115016,0,M,N,Y,0
115017,0,F,N,Y,0
115018,0,M,N,Y,1
115019,0,F,Y,N,1
115020,0,F,Y,Y,0
115021,0,F,Y,N,0
115022,0,F,N,Y,2
115024,0,F,Y,N,0
115026,0,F,N,N,0
115027,0,F,N,Y,0
115028,0,F,Y,Y,1
115031,0,F,N,Y,2
115032,0,F,N,Y,0
115035,0,M,N,Y,0
115037,0,M,Y,Y,2
115039,0,F,N,N,0
115040,0,F,N,Y,0
115041,0,F,N,N,0
115042,0,F,N,Y,2
115043,0,F,Y,N,1
115044,1,M,N,N,0
115045,0,F,N,Y,3
115047,0,F,N,Y,0
115048,0,F,Y,Y,1
115050,0,M,N,Y,0
115051,0,F,N,N,0
115052,0,M,N,Y,0
115054,0,F,N,Y,0
115056,0,M,N,Y,1
115057,0,F,Y,Y,0
115058,0,M,N,Y,0
115060,0,F,Y,N,0
115062,0,M,Y,N,0
115063,0,F,N,N,1
115065,0,F,N,Y,0
115066,0,M,N,Y,0
115068,0,M,N,Y,0
115069,0,F,Y,N,2
115070,1,F,Y,Y,1
115071,0,F,Y,N,0
115072,0,M,N,Y,0
115073,0,M,N,Y,1
115074,0,M,Y,N,0
115075,0,F,N,Y,0
115077,0,F,N,N,0
115079,0,F,N,N,0
115080,0,F,N,Y,1
115082,0,F,N,Y,1
115083,1,F,N,Y,1
115084,0,F,Y,Y,0
115086,0,M,N,Y,0
115087,0,F,N,Y,0
115088,0,M,N,Y,2
115090,0,F,N,Y,0
115091,0,F,N,Y,0
115092,0,M,N,N,0
115093,0,F,N,Y,1
115094,0,M,N,Y,1
115095,0,F,N,Y,1
115097,0,F,N,Y,0
115098,0,F,N,N,0
115099,0,F,Y,Y,1
115100,0,F,Y,Y,1
115102,0,F,Y,Y,2
115103,0,F,N,Y,0
115104,1,F,N,Y,0
115105,0,F,N,N,0
115106,0,F,N,Y,0
115107,0,F,N,N,1
115109,0,F,N,Y,0
115110,0,F,Y,N,2
115111,0,F,Y,N,0
115112,0,F,Y,N,2
115113,0,M,N,Y,2
115115,0,F,Y,Y,1
115116,0,F,N,Y,0
115117,0,F,N,Y,2
115118,0,F,Y,N,2
115120,0,F,Y,N,0
115123,0,F,N,Y,0
115124,0,F,N,Y,0
115125,0,M,Y,Y,0
115126,0,F,Y,N,1
115127,0,F,Y,Y,1
115128,0,F,N,N,0
115129,0,F,N,Y,0
115130,0,M,N,Y,0
115131,0,F,Y,Y,0
115132,0,F,N,N,0
115133,0,F,N,Y,0
115134,0,F,Y,Y,0
115135,0,F,N,Y,0
115136,1,M,N,Y,1
115137,1,F,N,Y,0
115138,0,F,N,Y,0
115139,0,F,Y,N,0
115140,0,F,N,Y,0
115141,1,F,Y,N,0
115142,0,F,Y,Y,0
115143,0,F,Y,Y,2
115145,0,M,N,Y,0
115146,0,F,N,N,0
115148,0,F,N,Y,0
115149,0,F,Y,Y,1
115150,0,M,N,N,0
115152,1,F,N,Y,0
115153,0,M,Y,Y,0
115154,0,F,N,N,1
115155,0,F,Y,Y,0
115156,0,F,Y,Y,0
115157,0,F,N,Y,0
115158,0,F,N,Y,1
115159,0,F,Y,N,0
115160,0,F,Y,Y,0
115161,0,F,N,Y,0
115162,0,F,N,Y,1
115163,0,M,N,N,1
115166,0,F,Y,Y,1
115167,0,F,Y,Y,0
115168,0,F,Y,Y,0
115169,0,F,Y,Y,0
115170,0,F,Y,Y,0
115171,0,F,Y,Y,0
115173,0,F,Y,Y,0
115174,0,F,N,N,0
115176,0,F,Y,N,1
115177,0,F,N,Y,1
115178,0,F,N,Y,0
115179,1,M,N,Y,0
115180,0,F,N,Y,1
115181,0,F,N,Y,0
115182,0,F,N,N,0
115186,0,F,N,Y,0
115187,1,F,N,N,0
115188,0,F,Y,Y,2
115189,0,F,N,Y,0
115190,0,F,N,Y,1
115191,1,F,Y,N,1
115192,0,F,Y,N,0
115193,0,M,Y,Y,0
115194,0,F,N,Y,0
115195,0,F,Y,Y,3
115196,0,F,N,Y,2
115198,0,F,N,Y,0
115199,0,F,N,Y,0
115201,0,F,Y,N,0
115202,0,F,Y,Y,0
115203,0,F,Y,Y,0
115204,0,F,Y,Y,4
115206,0,F,N,Y,0
115208,0,M,Y,N,1
115209,0,F,N,N,3
115210,0,F,N,N,0
115211,0,M,N,N,0
115212,0,M,N,Y,0
115213,0,F,N,Y,0
115214,0,F,N,Y,0
115215,0,M,N,Y,0
115216,1,F,Y,Y,1
115218,0,F,N,Y,1
115219,0,F,N,Y,0
115220,0,F,N,Y,0
115221,0,F,N,Y,1
115222,0,M,N,Y,0
115223,1,M,N,Y,1
115224,0,F,Y,Y,1
115225,0,F,N,N,0
115226,0,F,N,Y,1
115227,0,F,Y,Y,1
115229,0,F,N,Y,0
115231,0,M,N,Y,2
115232,0,M,N,N,0
115233,0,F,Y,Y,0
115234,0,F,N,Y,0
115235,0,F,N,Y,0
115236,1,F,Y,N,0
115238,0,M,N,N,0
115239,0,F,N,Y,0
115240,0,F,N,Y,0
115241,0,M,Y,Y,1
115242,0,F,N,N,0
115243,0,M,N,Y,2
115244,0,M,Y,Y,0
115245,0,F,Y,N,1
115247,0,F,N,Y,0
115248,0,F,Y,Y,0
115249,0,F,N,Y,1
115250,0,F,N,Y,0
115252,0,F,N,Y,0
115253,0,F,N,Y,1
115255,0,F,N,Y,0
115256,0,F,Y,N,0
115257,0,M,N,Y,1
115258,0,F,N,N,1
115259,0,F,Y,Y,2
115260,0,M,N,Y,2
115261,0,F,N,N,0
115262,0,F,N,Y,1
115263,0,F,N,Y,0
115264,0,M,N,Y,0
115265,0,F,N,N,0
115266,1,F,N,N,1
115267,0,F,Y,Y,0
115268,0,F,N,Y,0
115270,0,M,N,Y,0
115271,0,F,N,Y,0
115272,0,F,Y,Y,2
115273,0,F,N,Y,1
115274,0,F,N,N,0
115275,1,F,N,Y,0
115276,0,F,Y,N,0
115277,0,F,N,Y,0
115278,0,M,N,Y,0
115279,0,F,Y,N,0
115280,0,F,Y,Y,0
115281,0,F,N,Y,0
115282,0,F,Y,Y,1
115283,1,F,N,Y,1
115284,0,F,N,Y,0
115285,0,F,N,Y,0
115286,0,M,N,Y,0
115287,0,F,N,Y,0
115288,0,F,N,Y,1
115289,0,F,N,Y,0
115292,1,M,N,Y,0
115293,0,F,N,Y,0
115294,0,F,N,Y,0
115295,0,F,Y,Y,0
115296,0,F,N,N,0
115297,0,M,Y,Y,0
115298,0,M,Y,N,2
115300,0,M,Y,N,0
115301,0,F,Y,Y,0
115302,0,F,Y,N,0
115303,1,F,Y,Y,0
115304,0,F,Y,Y,1
115305,0,F,N,Y,0
115306,0,F,Y,N,0
115307,0,F,Y,N,1
115308,0,F,N,Y,0
115313,0,F,N,Y,0
115314,0,F,N,Y,0
115315,1,F,N,N,0
115316,0,F,Y,Y,0
115317,0,F,N,Y,0
115318,1,F,N,Y,1
115319,1,F,Y,Y,0
115320,0,F,N,Y,0
115321,0,F,Y,Y,0
115322,0,M,N,Y,1
115325,0,F,N,Y,0
115326,0,F,N,N,0
115327,0,M,N,Y,1
115328,0,F,Y,Y,0
115329,1,M,Y,N,0
115330,1,F,N,Y,1
115331,0,F,Y,N,0
115332,0,F,N,Y,0
115333,0,F,N,N,0
115334,0,M,N,Y,0
115335,0,F,N,Y,0
115336,0,M,Y,Y,0
115337,0,F,N,Y,0
115338,0,F,N,Y,0
115340,0,F,Y,N,2
115344,0,F,N,Y,0
115345,0,F,N,Y,1
115346,0,F,Y,Y,1
115347,0,F,N,Y,3
115348,0,M,Y,Y,0
115349,0,F,Y,Y,2
115351,0,F,Y,Y,1
115352,0,F,N,Y,1
115353,0,F,N,Y,0
115355,0,M,N,N,0
115356,0,F,N,Y,0
115357,0,F,N,Y,0
115358,0,F,N,Y,2
115359,0,F,N,Y,0
115361,0,F,Y,Y,0
115363,0,F,N,N,0
115364,0,F,N,N,0
115365,0,F,N,N,0
115366,0,F,N,Y,0
115367,0,F,N,Y,0
115369,0,F,N,N,0
115370,0,M,N,Y,0
115371,0,F,N,Y,1
115372,0,F,N,Y,0
115374,0,M,N,Y,0
115375,0,F,N,Y,1
115376,0,F,N,Y,0
115377,1,F,Y,N,0
115378,0,M,Y,N,0
115379,0,F,N,N,1
115380,0,F,N,N,0
115381,0,F,N,N,1
115382,0,F,Y,Y,1
115383,0,F,N,Y,1
115384,0,F,Y,N,1
115385,0,F,N,N,0
115386,0,F,Y,Y,2
115387,0,F,N,Y,0
115389,0,F,Y,Y,0
115390,0,F,Y,Y,0
115391,0,F,N,Y,1
115392,0,F,N,Y,0
115394,0,F,Y,N,0
115395,0,F,N,Y,0
115397,0,F,N,N,0
115398,0,F,Y,Y,0
115399,0,F,N,Y,2
115402,0,M,N,Y,1
115403,0,F,Y,Y,0
115408,0,F,Y,Y,3
115409,0,F,N,Y,0
115410,0,F,N,Y,0
115411,0,F,Y,N,0
115414,0,F,Y,Y,0
115416,0,M,N,N,0
115417,0,F,Y,Y,0
115418,0,M,Y,N,1
115420,0,F,N,Y,1
115421,0,F,Y,Y,1
115422,0,F,N,Y,0
115424,0,F,N,N,0
115425,0,F,N,Y,0
115426,1,F,N,Y,1
115429,0,F,N,Y,0
115430,0,F,N,Y,1
115431,0,F,Y,Y,0
115432,0,F,Y,N,0
115434,0,F,Y,Y,0
115435,0,F,Y,Y,0
115436,0,M,N,Y,1
115437,0,F,Y,Y,2
115438,0,F,Y,Y,0
115442,0,M,Y,Y,0
115443,0,F,Y,N,0
115444,0,F,Y,Y,2
115445,0,F,N,N,0
115446,0,F,Y,Y,1
115448,0,F,N,Y,0
115449,0,F,N,Y,0
115451,0,F,Y,Y,0
115452,0,F,Y,N,2
115453,0,F,N,Y,1
115454,0,F,Y,Y,0
115455,0,F,N,Y,1
115456,0,F,N,Y,1
115458,0,M,N,N,0
115460,0,M,N,Y,2
115461,0,F,N,Y,0
115462,0,F,N,Y,0
115464,0,F,Y,Y,0
115465,0,F,N,Y,0
115466,0,F,N,Y,0
115467,0,M,N,Y,0
115468,0,F,N,Y,0
115469,0,F,Y,N,1
115471,0,F,Y,Y,0
115472,0,F,Y,Y,0
115474,0,F,N,Y,0
115475,0,F,Y,Y,0
115476,0,F,N,Y,0
115478,0,M,N,Y,0
115482,0,M,N,Y,0
115484,0,F,Y,N,0
115486,0,F,Y,N,0
115487,0,M,N,Y,0
115488,0,F,Y,Y,0
115490,0,F,N,Y,0
115491,0,F,N,Y,0
115492,0,F,N,Y,0
115493,0,F,N,N,0
115494,0,F,Y,Y,0
115496,0,F,N,Y,0
115497,0,M,N,Y,0
115498,0,F,N,Y,0
115499,0,M,N,N,0
115501,0,F,N,N,0
115502,0,M,Y,Y,0
115503,0,F,N,Y,1
115504,0,F,N,N,0
115505,0,F,N,Y,0
115506,0,F,N,N,0
115507,0,F,Y,Y,0
115508,0,F,N,N,0
115509,0,F,N,N,1
115510,0,F,N,Y,0
115511,0,M,N,N,0
115512,0,F,Y,Y,0
115513,0,M,N,N,1
115514,1,F,N,Y,1
115515,0,F,N,N,0
115516,0,F,N,Y,0
115517,0,F,N,Y,0
115518,0,F,N,Y,0
115519,0,M,N,Y,0
115520,0,F,Y,Y,2
115522,0,F,N,Y,1
115523,0,F,N,Y,0
115524,0,F,N,Y,0
115525,0,F,Y,Y,0
115526,0,M,N,N,0
115527,0,M,Y,N,0
115528,0,F,Y,Y,0
115529,0,F,Y,Y,0
115530,0,F,N,N,0
115531,0,M,N,Y,2
115532,0,F,N,N,0
115533,0,M,Y,N,0
115534,0,F,N,Y,1
115535,0,F,N,Y,1
115536,0,F,N,Y,4
115537,0,F,N,Y,2
115538,0,M,N,N,1
115539,0,F,N,Y,0
115540,0,F,N,N,0
115541,0,M,N,N,2
115542,1,M,N,Y,0
115543,0,F,N,N,2
115544,0,M,N,N,0
115545,0,F,Y,Y,1
115546,0,F,N,N,1
115547,0,M,Y,Y,1
115548,0,F,Y,Y,1
115549,0,F,N,Y,0
115550,0,F,N,N,0
115551,0,F,N,Y,2
115552,0,M,N,N,0
115553,0,F,N,Y,0
115555,0,M,N,Y,0
115556,0,F,N,Y,0
115557,0,F,N,Y,0
115558,0,F,N,Y,0
115559,0,F,Y,Y,0
115560,0,M,Y,Y,2
115561,0,F,Y,Y,0
115562,0,M,Y,Y,3
115563,0,F,N,Y,0
115564,0,F,N,Y,0
115565,0,F,Y,Y,0
115566,0,M,N,Y,0
115567,0,F,N,Y,1
115568,0,F,N,N,0
115569,0,F,Y,Y,1
115570,0,F,N,Y,0
115571,0,F,N,N,1
115573,0,F,Y,Y,0
115574,0,F,N,Y,1
115575,0,F,N,Y,0
115576,0,F,Y,Y,2
115577,0,F,N,Y,0
115578,0,F,N,Y,1
115579,0,F,N,Y,1
115581,0,F,N,Y,0
115583,0,M,Y,N,0
115584,0,F,Y,N,1
115585,0,F,N,Y,0
115589,0,F,Y,Y,0
115590,0,F,Y,Y,1
115593,1,F,N,N,3
115594,0,F,N,N,0
115595,0,M,N,N,0
115596,0,F,N,Y,1
115597,0,F,Y,Y,0
115598,0,F,Y,Y,2
115599,0,F,N,Y,1
115600,0,F,Y,N,1
115601,0,F,Y,Y,0
115602,0,F,Y,Y,0
115603,0,F,Y,Y,1
115604,0,F,N,Y,0
115605,0,F,N,Y,0
115606,0,F,N,Y,0
115607,0,F,Y,Y,0
115608,0,F,N,Y,0
115609,0,F,Y,N,0
115610,0,F,Y,N,0
115611,0,F,Y,Y,0
115612,0,F,Y,N,3
115613,0,F,N,Y,0
115614,0,F,N,Y,0
115615,0,M,N,Y,2
115616,0,M,Y,Y,0
115620,0,F,N,Y,0
115622,0,F,N,Y,0
115623,0,F,N,Y,0
115624,0,F,N,N,0
115625,0,F,N,Y,0
115626,0,F,N,N,0
115628,0,M,N,N,1
115629,0,F,N,N,0
